,image,mask
2523,archive/Forest Segmented/Forest Segmented/images/3484_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/919051_mask_75.jpg
2572,archive/Forest Segmented/Forest Segmented/images/875328_sat_38.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_20.jpg
3917,archive/Forest Segmented/Forest Segmented/images/621206_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_84.jpg
4479,archive/Forest Segmented/Forest Segmented/images/866782_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_46.jpg
2395,archive/Forest Segmented/Forest Segmented/images/255876_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/774779_mask_66.jpg
423,archive/Forest Segmented/Forest Segmented/images/215525_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/749523_mask_81.jpg
4435,archive/Forest Segmented/Forest Segmented/images/496948_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/361129_mask_36.jpg
1904,archive/Forest Segmented/Forest Segmented/images/182422_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_12.jpg
4637,archive/Forest Segmented/Forest Segmented/images/888343_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/943943_mask_33.jpg
3513,archive/Forest Segmented/Forest Segmented/images/496948_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/518833_mask_14.jpg
3256,archive/Forest Segmented/Forest Segmented/images/439854_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/176225_mask_74.jpg
1565,archive/Forest Segmented/Forest Segmented/images/162310_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/434243_mask_76.jpg
3516,archive/Forest Segmented/Forest Segmented/images/918446_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/634717_mask_46.jpg
839,archive/Forest Segmented/Forest Segmented/images/147716_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/981253_mask_61.jpg
500,archive/Forest Segmented/Forest Segmented/images/624916_sat_45.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_01.jpg
141,archive/Forest Segmented/Forest Segmented/images/334677_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_08.jpg
1377,archive/Forest Segmented/Forest Segmented/images/334677_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_74.jpg
3947,archive/Forest Segmented/Forest Segmented/images/739122_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/952430_mask_51.jpg
2687,archive/Forest Segmented/Forest Segmented/images/400179_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_23.jpg
1138,archive/Forest Segmented/Forest Segmented/images/491696_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_23.jpg
2663,archive/Forest Segmented/Forest Segmented/images/119079_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/406425_mask_32.jpg
1787,archive/Forest Segmented/Forest Segmented/images/652883_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/524056_mask_53.jpg
2685,archive/Forest Segmented/Forest Segmented/images/827126_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/873132_mask_66.jpg
550,archive/Forest Segmented/Forest Segmented/images/882451_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_63.jpg
3253,archive/Forest Segmented/Forest Segmented/images/897901_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_14.jpg
2019,archive/Forest Segmented/Forest Segmented/images/858771_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/725646_mask_22.jpg
948,archive/Forest Segmented/Forest Segmented/images/518833_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/784518_mask_73.jpg
2366,archive/Forest Segmented/Forest Segmented/images/626208_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_05.jpg
532,archive/Forest Segmented/Forest Segmented/images/873132_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_57.jpg
2842,archive/Forest Segmented/Forest Segmented/images/866782_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_68.jpg
1829,archive/Forest Segmented/Forest Segmented/images/428597_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_33.jpg
4716,archive/Forest Segmented/Forest Segmented/images/524056_sat_20.jpg,archive/Forest Segmented/Forest Segmented/masks/919051_mask_20.jpg
4515,archive/Forest Segmented/Forest Segmented/images/296279_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_38.jpg
4792,archive/Forest Segmented/Forest Segmented/images/825816_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/156574_mask_51.jpg
1602,archive/Forest Segmented/Forest Segmented/images/619800_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_41.jpg
639,archive/Forest Segmented/Forest Segmented/images/634717_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_57.jpg
4938,archive/Forest Segmented/Forest Segmented/images/334677_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_20.jpg
967,archive/Forest Segmented/Forest Segmented/images/351271_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/688544_mask_87.jpg
4331,archive/Forest Segmented/Forest Segmented/images/119079_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/961407_mask_58.jpg
2750,archive/Forest Segmented/Forest Segmented/images/767012_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/981852_mask_10.jpg
1683,archive/Forest Segmented/Forest Segmented/images/827126_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_07.jpg
4569,archive/Forest Segmented/Forest Segmented/images/713813_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_62.jpg
2450,archive/Forest Segmented/Forest Segmented/images/565914_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/392711_mask_55.jpg
155,archive/Forest Segmented/Forest Segmented/images/361129_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_34.jpg
2602,archive/Forest Segmented/Forest Segmented/images/255876_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_27.jpg
4811,archive/Forest Segmented/Forest Segmented/images/810749_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_51.jpg
1089,archive/Forest Segmented/Forest Segmented/images/772452_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/652883_mask_24.jpg
2780,archive/Forest Segmented/Forest Segmented/images/152569_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_50.jpg
4334,archive/Forest Segmented/Forest Segmented/images/858771_sat_07.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_75.jpg
288,archive/Forest Segmented/Forest Segmented/images/524518_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_41.jpg
930,archive/Forest Segmented/Forest Segmented/images/524518_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/665914_mask_31.jpg
2653,archive/Forest Segmented/Forest Segmented/images/226788_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_88.jpg
2877,archive/Forest Segmented/Forest Segmented/images/940229_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_17.jpg
3534,archive/Forest Segmented/Forest Segmented/images/880610_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/715846_mask_21.jpg
3496,archive/Forest Segmented/Forest Segmented/images/866782_sat_22.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_58.jpg
3450,archive/Forest Segmented/Forest Segmented/images/34359_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_75.jpg
942,archive/Forest Segmented/Forest Segmented/images/208495_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_38.jpg
4044,archive/Forest Segmented/Forest Segmented/images/71125_sat_28.jpg,archive/Forest Segmented/Forest Segmented/masks/940229_mask_61.jpg
4764,archive/Forest Segmented/Forest Segmented/images/15573_sat_06.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_20.jpg
1698,archive/Forest Segmented/Forest Segmented/images/749375_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_07.jpg
4812,archive/Forest Segmented/Forest Segmented/images/162310_sat_48.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_82.jpg
3102,archive/Forest Segmented/Forest Segmented/images/417313_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_53.jpg
4566,archive/Forest Segmented/Forest Segmented/images/650253_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_87.jpg
4437,archive/Forest Segmented/Forest Segmented/images/605764_sat_31.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_65.jpg
4663,archive/Forest Segmented/Forest Segmented/images/794214_sat_71.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_33.jpg
985,archive/Forest Segmented/Forest Segmented/images/906113_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/33573_mask_87.jpg
2905,archive/Forest Segmented/Forest Segmented/images/242583_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/924236_mask_70.jpg
2287,archive/Forest Segmented/Forest Segmented/images/774779_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_58.jpg
4822,archive/Forest Segmented/Forest Segmented/images/998002_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/688544_mask_73.jpg
4882,archive/Forest Segmented/Forest Segmented/images/772567_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/331533_mask_77.jpg
981,archive/Forest Segmented/Forest Segmented/images/753408_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/202277_mask_76.jpg
2607,archive/Forest Segmented/Forest Segmented/images/713813_sat_10.jpg,archive/Forest Segmented/Forest Segmented/masks/950926_mask_85.jpg
3867,archive/Forest Segmented/Forest Segmented/images/417313_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_84.jpg
3318,archive/Forest Segmented/Forest Segmented/images/345134_sat_05.jpg,archive/Forest Segmented/Forest Segmented/masks/182422_mask_05.jpg
3085,archive/Forest Segmented/Forest Segmented/images/34359_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_74.jpg
3694,archive/Forest Segmented/Forest Segmented/images/877160_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/784140_mask_50.jpg
4028,archive/Forest Segmented/Forest Segmented/images/713813_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/143794_mask_25.jpg
1457,archive/Forest Segmented/Forest Segmented/images/428327_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/210473_mask_64.jpg
1395,archive/Forest Segmented/Forest Segmented/images/210473_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_32.jpg
264,archive/Forest Segmented/Forest Segmented/images/392711_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_34.jpg
2952,archive/Forest Segmented/Forest Segmented/images/148381_sat_43.jpg,archive/Forest Segmented/Forest Segmented/masks/27460_mask_42.jpg
929,archive/Forest Segmented/Forest Segmented/images/866782_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/296279_mask_47.jpg
3831,archive/Forest Segmented/Forest Segmented/images/740937_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_27.jpg
2379,archive/Forest Segmented/Forest Segmented/images/777185_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/652883_mask_53.jpg
2178,archive/Forest Segmented/Forest Segmented/images/880610_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_04.jpg
2819,archive/Forest Segmented/Forest Segmented/images/392711_sat_41.jpg,archive/Forest Segmented/Forest Segmented/masks/152569_mask_04.jpg
246,archive/Forest Segmented/Forest Segmented/images/906113_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_61.jpg
4275,archive/Forest Segmented/Forest Segmented/images/226788_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/880610_mask_64.jpg
1758,archive/Forest Segmented/Forest Segmented/images/650253_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/918446_mask_68.jpg
4971,archive/Forest Segmented/Forest Segmented/images/839641_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_70.jpg
3479,archive/Forest Segmented/Forest Segmented/images/778804_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/713813_mask_10.jpg
923,archive/Forest Segmented/Forest Segmented/images/866782_sat_60.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_06.jpg
2873,archive/Forest Segmented/Forest Segmented/images/810749_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/866782_mask_25.jpg
268,archive/Forest Segmented/Forest Segmented/images/940229_sat_30.jpg,archive/Forest Segmented/Forest Segmented/masks/340898_mask_60.jpg
669,archive/Forest Segmented/Forest Segmented/images/736869_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/841621_mask_71.jpg
4187,archive/Forest Segmented/Forest Segmented/images/296279_sat_13.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_53.jpg
1910,archive/Forest Segmented/Forest Segmented/images/176225_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/897901_mask_83.jpg
3132,archive/Forest Segmented/Forest Segmented/images/406425_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/749523_mask_01.jpg
1152,archive/Forest Segmented/Forest Segmented/images/524056_sat_02.jpg,archive/Forest Segmented/Forest Segmented/masks/291214_mask_01.jpg
4922,archive/Forest Segmented/Forest Segmented/images/533952_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/772567_mask_20.jpg
3976,archive/Forest Segmented/Forest Segmented/images/992507_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_03.jpg
4335,archive/Forest Segmented/Forest Segmented/images/888343_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/861353_mask_72.jpg
4063,archive/Forest Segmented/Forest Segmented/images/417313_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/827126_mask_11.jpg
2269,archive/Forest Segmented/Forest Segmented/images/498049_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_05.jpg
3129,archive/Forest Segmented/Forest Segmented/images/810749_sat_34.jpg,archive/Forest Segmented/Forest Segmented/masks/939614_mask_61.jpg
1915,archive/Forest Segmented/Forest Segmented/images/351271_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_36.jpg
612,archive/Forest Segmented/Forest Segmented/images/866782_sat_65.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_63.jpg
2516,archive/Forest Segmented/Forest Segmented/images/182422_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/533952_mask_06.jpg
2267,archive/Forest Segmented/Forest Segmented/images/280861_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_37.jpg
3697,archive/Forest Segmented/Forest Segmented/images/361129_sat_25.jpg,archive/Forest Segmented/Forest Segmented/masks/457982_mask_23.jpg
1898,archive/Forest Segmented/Forest Segmented/images/499418_sat_83.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_48.jpg
1649,archive/Forest Segmented/Forest Segmented/images/439854_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/715846_mask_10.jpg
4824,archive/Forest Segmented/Forest Segmented/images/170535_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_82.jpg
258,archive/Forest Segmented/Forest Segmented/images/565914_sat_32.jpg,archive/Forest Segmented/Forest Segmented/masks/148381_mask_64.jpg
847,archive/Forest Segmented/Forest Segmented/images/428327_sat_61.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_45.jpg
4346,archive/Forest Segmented/Forest Segmented/images/624916_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/242583_mask_28.jpg
1233,archive/Forest Segmented/Forest Segmented/images/880610_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/170535_mask_30.jpg
1127,archive/Forest Segmented/Forest Segmented/images/713813_sat_42.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_50.jpg
1967,archive/Forest Segmented/Forest Segmented/images/570332_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/524518_mask_88.jpg
558,archive/Forest Segmented/Forest Segmented/images/688544_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_62.jpg
4094,archive/Forest Segmented/Forest Segmented/images/880610_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_83.jpg
484,archive/Forest Segmented/Forest Segmented/images/226788_sat_52.jpg,archive/Forest Segmented/Forest Segmented/masks/943943_mask_16.jpg
2211,archive/Forest Segmented/Forest Segmented/images/3484_sat_44.jpg,archive/Forest Segmented/Forest Segmented/masks/713813_mask_31.jpg
1320,archive/Forest Segmented/Forest Segmented/images/774779_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_12.jpg
2462,archive/Forest Segmented/Forest Segmented/images/33573_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/794214_mask_60.jpg
7,archive/Forest Segmented/Forest Segmented/images/634717_sat_54.jpg,archive/Forest Segmented/Forest Segmented/masks/400179_mask_65.jpg
3438,archive/Forest Segmented/Forest Segmented/images/111335_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_32.jpg
3347,archive/Forest Segmented/Forest Segmented/images/626208_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_30.jpg
1450,archive/Forest Segmented/Forest Segmented/images/897901_sat_11.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_74.jpg
1201,archive/Forest Segmented/Forest Segmented/images/76759_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_75.jpg
1814,archive/Forest Segmented/Forest Segmented/images/15573_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/825816_mask_74.jpg
773,archive/Forest Segmented/Forest Segmented/images/334677_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_66.jpg
2274,archive/Forest Segmented/Forest Segmented/images/133209_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_02.jpg
1011,archive/Forest Segmented/Forest Segmented/images/428327_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/784518_mask_65.jpg
2954,archive/Forest Segmented/Forest Segmented/images/935318_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/498049_mask_40.jpg
2561,archive/Forest Segmented/Forest Segmented/images/34359_sat_74.jpg,archive/Forest Segmented/Forest Segmented/masks/651312_mask_58.jpg
1991,archive/Forest Segmented/Forest Segmented/images/210473_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/174980_mask_38.jpg
1277,archive/Forest Segmented/Forest Segmented/images/952430_sat_62.jpg,archive/Forest Segmented/Forest Segmented/masks/111335_mask_77.jpg
1783,archive/Forest Segmented/Forest Segmented/images/943943_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/888343_mask_55.jpg
3260,archive/Forest Segmented/Forest Segmented/images/439854_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_36.jpg
446,archive/Forest Segmented/Forest Segmented/images/334677_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/739122_mask_15.jpg
880,archive/Forest Segmented/Forest Segmented/images/195769_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/810368_mask_40.jpg
4558,archive/Forest Segmented/Forest Segmented/images/534154_sat_68.jpg,archive/Forest Segmented/Forest Segmented/masks/114473_mask_88.jpg
781,archive/Forest Segmented/Forest Segmented/images/202277_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/736869_mask_72.jpg
1749,archive/Forest Segmented/Forest Segmented/images/439854_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_77.jpg
3551,archive/Forest Segmented/Forest Segmented/images/838669_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/334677_mask_15.jpg
2722,archive/Forest Segmented/Forest Segmented/images/192918_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/626208_mask_03.jpg
4988,archive/Forest Segmented/Forest Segmented/images/340898_sat_27.jpg,archive/Forest Segmented/Forest Segmented/masks/255876_mask_52.jpg
4417,archive/Forest Segmented/Forest Segmented/images/20187_sat_85.jpg,archive/Forest Segmented/Forest Segmented/masks/772452_mask_24.jpg
883,archive/Forest Segmented/Forest Segmented/images/176225_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_66.jpg
2484,archive/Forest Segmented/Forest Segmented/images/880610_sat_81.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_02.jpg
1091,archive/Forest Segmented/Forest Segmented/images/626208_sat_63.jpg,archive/Forest Segmented/Forest Segmented/masks/119079_mask_40.jpg
3249,archive/Forest Segmented/Forest Segmented/images/277900_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/71619_mask_78.jpg
531,archive/Forest Segmented/Forest Segmented/images/855_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/192918_mask_01.jpg
4148,archive/Forest Segmented/Forest Segmented/images/749523_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/650253_mask_73.jpg
3484,archive/Forest Segmented/Forest Segmented/images/524518_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/463855_mask_48.jpg
4430,archive/Forest Segmented/Forest Segmented/images/810749_sat_57.jpg,archive/Forest Segmented/Forest Segmented/masks/749375_mask_05.jpg
2290,archive/Forest Segmented/Forest Segmented/images/134465_sat_50.jpg,archive/Forest Segmented/Forest Segmented/masks/20187_mask_36.jpg
1727,archive/Forest Segmented/Forest Segmented/images/215525_sat_16.jpg,archive/Forest Segmented/Forest Segmented/masks/753408_mask_00.jpg
610,archive/Forest Segmented/Forest Segmented/images/778804_sat_23.jpg,archive/Forest Segmented/Forest Segmented/masks/810749_mask_25.jpg
570,archive/Forest Segmented/Forest Segmented/images/296279_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/858771_mask_14.jpg
3040,archive/Forest Segmented/Forest Segmented/images/156574_sat_80.jpg,archive/Forest Segmented/Forest Segmented/masks/899693_mask_83.jpg
4239,archive/Forest Segmented/Forest Segmented/images/156574_sat_35.jpg,archive/Forest Segmented/Forest Segmented/masks/855_mask_02.jpg
343,archive/Forest Segmented/Forest Segmented/images/277900_sat_14.jpg,archive/Forest Segmented/Forest Segmented/masks/122178_mask_14.jpg
3149,archive/Forest Segmented/Forest Segmented/images/277994_sat_01.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_76.jpg
3296,archive/Forest Segmented/Forest Segmented/images/334677_sat_86.jpg,archive/Forest Segmented/Forest Segmented/masks/518833_mask_15.jpg
434,archive/Forest Segmented/Forest Segmented/images/96870_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/713813_mask_42.jpg
1903,archive/Forest Segmented/Forest Segmented/images/605764_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_14.jpg
3986,archive/Forest Segmented/Forest Segmented/images/850510_sat_82.jpg,archive/Forest Segmented/Forest Segmented/masks/848728_mask_76.jpg
2495,archive/Forest Segmented/Forest Segmented/images/277994_sat_03.jpg,archive/Forest Segmented/Forest Segmented/masks/72807_mask_43.jpg
2069,archive/Forest Segmented/Forest Segmented/images/148381_sat_72.jpg,archive/Forest Segmented/Forest Segmented/masks/13415_mask_47.jpg
1537,archive/Forest Segmented/Forest Segmented/images/499418_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/875328_mask_01.jpg
3350,archive/Forest Segmented/Forest Segmented/images/334677_sat_87.jpg,archive/Forest Segmented/Forest Segmented/masks/605764_mask_61.jpg
5008,archive/Forest Segmented/Forest Segmented/images/156574_sat_26.jpg,archive/Forest Segmented/Forest Segmented/masks/428597_mask_14.jpg
1517,archive/Forest Segmented/Forest Segmented/images/122178_sat_04.jpg,archive/Forest Segmented/Forest Segmented/masks/739760_mask_80.jpg
965,archive/Forest Segmented/Forest Segmented/images/76759_sat_51.jpg,archive/Forest Segmented/Forest Segmented/masks/15573_mask_61.jpg
4502,archive/Forest Segmented/Forest Segmented/images/906113_sat_76.jpg,archive/Forest Segmented/Forest Segmented/masks/351271_mask_10.jpg
528,archive/Forest Segmented/Forest Segmented/images/906113_sat_84.jpg,archive/Forest Segmented/Forest Segmented/masks/122104_mask_13.jpg
176,archive/Forest Segmented/Forest Segmented/images/148381_sat_17.jpg,archive/Forest Segmented/Forest Segmented/masks/570332_mask_23.jpg
3648,archive/Forest Segmented/Forest Segmented/images/739122_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/935318_mask_27.jpg
4549,archive/Forest Segmented/Forest Segmented/images/967818_sat_18.jpg,archive/Forest Segmented/Forest Segmented/masks/3484_mask_24.jpg
4393,archive/Forest Segmented/Forest Segmented/images/688544_sat_55.jpg,archive/Forest Segmented/Forest Segmented/masks/740937_mask_72.jpg
572,archive/Forest Segmented/Forest Segmented/images/111335_sat_70.jpg,archive/Forest Segmented/Forest Segmented/masks/850510_mask_77.jpg
2406,archive/Forest Segmented/Forest Segmented/images/736869_sat_08.jpg,archive/Forest Segmented/Forest Segmented/masks/7906_mask_06.jpg
4345,archive/Forest Segmented/Forest Segmented/images/6399_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/839641_mask_81.jpg
4248,archive/Forest Segmented/Forest Segmented/images/644150_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_51.jpg
4071,archive/Forest Segmented/Forest Segmented/images/652883_sat_53.jpg,archive/Forest Segmented/Forest Segmented/masks/753408_mask_40.jpg
3370,archive/Forest Segmented/Forest Segmented/images/226788_sat_15.jpg,archive/Forest Segmented/Forest Segmented/masks/525105_mask_28.jpg
2704,archive/Forest Segmented/Forest Segmented/images/899693_sat_77.jpg,archive/Forest Segmented/Forest Segmented/masks/882451_mask_33.jpg
2208,archive/Forest Segmented/Forest Segmented/images/392711_sat_64.jpg,archive/Forest Segmented/Forest Segmented/masks/226788_mask_52.jpg
4019,archive/Forest Segmented/Forest Segmented/images/126796_sat_56.jpg,archive/Forest Segmented/Forest Segmented/masks/830444_mask_63.jpg
5069,archive/Forest Segmented/Forest Segmented/images/457982_sat_12.jpg,archive/Forest Segmented/Forest Segmented/masks/624916_mask_77.jpg
383,archive/Forest Segmented/Forest Segmented/images/897901_sat_58.jpg,archive/Forest Segmented/Forest Segmented/masks/277900_mask_76.jpg
852,archive/Forest Segmented/Forest Segmented/images/838669_sat_88.jpg,archive/Forest Segmented/Forest Segmented/masks/848728_mask_50.jpg
1880,archive/Forest Segmented/Forest Segmented/images/392711_sat_73.jpg,archive/Forest Segmented/Forest Segmented/masks/428327_mask_06.jpg
370,archive/Forest Segmented/Forest Segmented/images/280861_sat_33.jpg,archive/Forest Segmented/Forest Segmented/masks/417313_mask_54.jpg
2487,archive/Forest Segmented/Forest Segmented/images/428597_sat_24.jpg,archive/Forest Segmented/Forest Segmented/masks/217085_mask_68.jpg
3868,archive/Forest Segmented/Forest Segmented/images/277900_sat_36.jpg,archive/Forest Segmented/Forest Segmented/masks/565914_mask_21.jpg
4419,archive/Forest Segmented/Forest Segmented/images/918446_sat_37.jpg,archive/Forest Segmented/Forest Segmented/masks/644103_mask_56.jpg
1105,archive/Forest Segmented/Forest Segmented/images/291214_sat_78.jpg,archive/Forest Segmented/Forest Segmented/masks/691384_mask_64.jpg
